TranscriptID	T020	25	28	T077	T084	T115	T123	21	19	20	22	23	24	26	27	29	11	15	13	14	12	16	17	18	T015	T051	T031	T047	T054	T096	T135	T122	T143	T138	T144	T020	T123	23	24	19	T004	T013	T028	T094	T095	T104	X042	P130	30	X149	P030	P031	P110	P059	P015	P122	T011	T009	T032	T050	T081	T075	T091	T103	P075	T111	T042	T061	T001	T045	T112	T113	T005	T136	T023	P011	T006	T150	T022	T107	P003	1	2	3	4	5	6	7	8	9	10	P130	T002	T012	T016	T017	T070	T076	T128	T132	T134	T149	P031	P110	P059	P015	P122	T011	T009	T032	T050	T081	T075	T091	T103	P075	T111	T045	T112	T113	T005	T136	T023	P011	T006	T150	T022	T107	P003
ENST00000491962	0.1659	0.1736	0	15.8306	0	3.8836	4.684	0	0	0	0	8.00E-04	2.656	0	0	0	0	0	0.1337	0	0	0	0	0	0	0	0	0	0	4.4111	0	2.7213	0	14.2049	0	0	0.1303	2.4888	0	0	1.7399	0	0.067	0	0	0	0	0	2.8985	0.4866	0	0	1.2593	0	0	0	0	0	0	0	0	0	0	0	1.882	0	0	0	0	0	1.8269	0	3.7457	0	0	0	0	0	0	0	0	0	0	0	0	0.0055	0	0	2.6024	0	2.6554	0	4.7958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9401	0	0	0	0	0	0	0.0023	0	0	0	0	0
ENST00000442116	9.0695	0	7.672	12.389	0	10.458	0	0	0	0	6.6477	8.9308	7.9347	0	6.0965	4.1617	0	1.00E-04	0	10.4505	0	0	9.2549	12.5171	7.5425	0	6.4696	0.3021	0	8.8396	16.6898	10.7372	15.6924	0	11.2543	0	5.108	0	8.9638	0	7.633	0	0	1.8669	0	14.0421	0	14.0939	0.0963	0	0	0	0	0	2.8614	0	0	0	0	2.4159	25.0412	0	0	0	0.7226	0	0	0	0	5.8177	0	0.1971	0	23.7839	16.6945	0	0	1.00E-04	7.3182	0	0	8.9277	6.2826	14.4363	3.9582	0	0	5.1872	25.2925	5.4353	0	0.0098	0	0	1.7775	0	0	11.4224	0	5.9566	1.6355	0	0	0	0	3.3901	0	2.595	0	0	0	28.3421	0	0	0	0	0	0	0.0044	5.8894	0	0	3.3374	0	0	0	0	0	1.8408
ENST00000448958	0	0	12.8387	0.0183	15.6142	4.7939	0	6.0242	0	0	2.46	2.4474	0	0	0	0	0	0	0	0	0.1088	0	0.0642	9.3165	0	0	13.397	5.667	0	0	0	0	0	0	0	0	0	4.6622	14.2116	0	0	0	1.0227	0	0	4.5266	0.0066	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9173	0	0	2.4383	0	1.5544	0.0017	3.7344	0	0	0	0	0	0	0	3.31	0.1823	0	0	2.00E-04	0	0	0	0.4316	7.2389	0	0	2.7034	0	5.9458	4.5937	0.0022	0	0	0	0	0	0	0	4.5416	0	0	0	0	0.0152	0.4797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6194	0	0	0	0	0
ENST00000424587	13.0909	16.5788	0	38.3928	43.5307	34.965	11.2106	36.7959	7.1884	48.8355	24.7199	3.178	37.4946	17.3332	10.9004	40.5102	24.6666	26.5553	31.6974	52.9523	29.9533	45.9271	15.683	6.1045	20.1269	11.7584	9.4868	38.3496	23.9291	18.3063	72.0738	11.9034	26.1419	26.9109	17.7824	16.5709	39.4327	19.5978	30.0935	20.6261	0	8.332	0	10.791	15.9129	13.3619	0	19.3332	3.3596	44.835	7.7918	31.1042	16.5645	4.8224	5.8621	0	19.5646	19.7445	18.1838	11.4556	9.9871	4.1027	4.7943	5.8959	6.5566	24.9667	23.1782	1.7695	5.9295	23.5515	8.1028	13.2728	14.3298	17.4925	22.3162	11.173	20.1846	15.7758	1.9697	7.5572	16.3912	6.9015	28.037	21.2439	18.1314	32.0749	22.3176	8.8111	38.2849	42.99	17.7569	8.6362	23.2463	0	25.396	12.8724	6.4547	16.4635	44.6607	12.3623	55.5855	3.3911	0	5.7591	0	4.3029	0	14.9161	6.4589	13.8068	1.6622	10.5691	1.5519	8.8329	3.7039	9.0724	7.2583	10.9547	8.572	9.6964	3.3015	2.4136	14.4073	3.4505	3.3498	0	0	4.5119	8.735
ENST00000335577	0	5.325	0	0	7.09	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0.8381	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7674	2.2427	0	0	0	0	4.0621	0	1.2323	0	0	1.6804	0	1	0	0	0	0	3.5904	0	0	1	0	0	0	0	0	0.1183	0	0	0	0.2262	0	0	0	0	0	1.2191	0	0	0	1.309	0	0	0	0	3	1.4494	0	3.334	0	1.0353	0	0	0	0	0	0	4	0	4	0	0	0.7238	1.3842	0	1	0	0	0	0	0	0	1.524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0064	0
ENST00000424429	0	3.1409	0	8.054	0	0.6119	0	0	0	0	0	0	0	0	0	4.0923	0	0	0	4.7823	0	0.1189	0.0021	0	0	0.0128	0	0	0.7922	0	0	0	1.2192	0	0	0.6001	0	0	1.7325	0	0	0	0.6202	3.9213	0	7.00E-04	0	0	0	0	2	1.9448	7.8347	0	0	0	0	0	0	1.7088	0.6733	0	0	0.1223	0.0061	0	0.0165	1.8812	0	0	0	5.00E-04	4.8342	0.5669	0	2.3306	0	0	0	2.6154	1.00E-04	0	0	0.0362	0	0.0392	0.8853	0	1.9518	0	0.0704	0	0	0	0	0	2.8907	0	0.0023	0	0	0	0	0	0	0	0	0	0	0	2.2916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2689	0
ENST00000450734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3762	0	0	0	0	0	1.1988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000426316	16.6679	33.9696	1.893	17.1925	13.6935	16.9382	12.4309	18.424	6.9925	10.9281	1.8548	17.8431	15.8049	0	6.465	17.1556	19.348	15.9447	14.8315	8.0067	9.698	22.6713	0.3301	9.0812	14.2824	26.9485	10.4	27.6409	16.9254	9.8104	17.9954	15.0457	12.4648	39.5671	6.4895	0.0026	10.5021	10.7861	12.0466	11.6195	0	0	7.1937	0	3.4487	9.3528	31.2727	4.353	25.4772	33.3288	6	35.0954	21.231	0	0	8.4493	1.9349	0.3047	4.7471	10.728	0	18.6072	5.5702	0	12.5845	8.8266	0.2441	32.4854	5.8554	0	10.7837	22.3751	101.7161	2.6502	10.1138	3.979	9.7145	6.009	0.6633	0.0076	0	12.1094	11.9637	11.6775	86.8772	7.2545	3.1121	2.3327	7.2637	3.4867	7.1649	2.9315	0	0	9.2272	0	0	8.3799	1.6652	0	9.8353	0.0792	0	16.2302	13.6187	0	2.0588	0	0	7.9568	3.3975	0	11.8922	6.4898	0	2.9962	3.974	2.7827	2.4462	12.3747	12.2919	0	0	3.0342	3.8698	0	0	3.3551	0
ENST00000432964	0	7.8068	0	0	0.4301	0	10.5599	0	0	0	0	0.1651	18.0349	0.104	1.00E-04	4.4197	0	0	2.00E-04	3.3618	0.7043	1.00E-04	0	0	0	23.4013	0	0	3.8955	15.3731	2.3588	0	0	24.7394	0	1.2002	11.9198	1.8855	0	0	9.2275	1.2437	3.1727	2.4612	0	7.8856	1.1778	2.7779	4.3674	5.5882	0	0	0	0	0.5772	0	0	0	0.2253	0	0	0	0	0	0	0.8084	0.4015	1.00E-04	0	10.0821	4.1436	0	10.28	0.6987	0	0	9.3103	0	0	0	0	0	11.8098	1.7468	0	0	0	6.502	0	6.237	0	0	16.9849	0	30.357	0	0	0	0	0	15.4924	0.2268	0	0	0	0	0	0.0026	0	0.5131	1.6298	0	0	0	0	0	6.00E-04	0	0	0	0.3287	0	0	0	0	0	0.3156	0	0
ENST00000423728	0	7.6502	10.7479	27.2551	14.7448	0	0	0	7.7994	0.002	0	0.3313	0.0484	4.9015	3.7523	21.9152	0	10.3974	1.9075	0	11.0971	14.8345	0	1.1227	2.0464	2.00E-04	0	0	7.82	0	13.5474	8.5539	0	0	3.0469	1.00E-04	0.0074	3.785	0	0	0	2.4966	1.00E-04	4.9407	3.3565	7.00E-04	2.3645	0	0.0011	4.9804	0	0	0	0	1.1587	0	0	0.7538	0.4523	0	10.8531	0	0	4.1604	5.1337	1.6228	0.806	11.6243	0	0.0881	0	5.4385	19.6288	3.00E-04	0	0	0	0	0	0	0	0	1.9094	0.1011	7.5959	0	8.4481	0	0	1.6881	0	0.0663	0.791	0	0	0	1.8241	0	0	0	0.0026	0	0	0	0	0	0	2.4486	0	1.0299	3.2717	4.2895	0	0	2.882	0	0.0013	1.7538	0	0	0.0049	0	0	0	0	0	0	0	0
ENST00000440038	10.2849	10.7642	9.9824	73.3792	23.1286	31.4355	15.2147	30.1254	19.8235	33.0159	16.9816	19.0526	30.7662	19.3187	16.6953	48.8933	22.1204	52.9591	17.3593	16.5542	44.784	46.667	26.721	2.0084	15.3151	9.5401	9.08	16.3086	32.9413	25.3035	19.0846	8.3828	18.1419	19.9453	28.1196	25.0982	9.3546	12.2783	2.8777	19.194	0	4.1373	12.3504	14.4469	13.7127	18.4214	0	0	28.0967	32.1354	0	7.4265	5.1483	0	0	0	7.8169	6.7284	0.7716	11.747	42.3384	2.7126	1.00E-04	5.7035	5.1517	0	0	0	6.0795	11.5443	20.7404	15.6758	15.5629	3.7874	0	13.404	0	2.895	2.7709	7.1393	11.2943	0	19.0208	7.4497	4.00E-04	6.5195	31.9128	16.9063	19.7471	30.233	11.7525	6.2836	5.7735	1.337	7.6686	0	0.0056	17.2424	25.9593	6.7809	15.5635	20.8714	0	5.8781	0.1373	0	0	0	0	0	2.0686	26.2529	3.8485	5.7355	2.7965	0	0	4.3545	2.1591	1.00E-04	6.0554	0	5.0364	9.3895	5.9248	0	1.3328	5.5444	7.4451
ENST00000419160	16.5965	29.7813	5.1187	36.647	25.1043	30.153	9.1502	15.9749	11.7808	10.1492	8.2074	3.5397	13.3783	9.7727	4.1774	11.6272	6.7177	18.5737	4.5765	13.4426	14.2847	16.6488	7.7632	0	9.7825	11.6769	1.0608	6.2651	6.5849	14.5512	8.9372	13.4145	13.5224	19.1963	6.2763	7.566	6.3172	7.9943	3.4276	6.8554	7.428	1.1538	3.9417	2.1401	2.1903	2.2257	0	1.0789	14.6327	17.3033	0	9.6851	7.318	6.0747	3.4178	1.3426	0	2.0297	2.0574	6.1478	0	3.8107	10.7726	7.2593	5.4513	6.8584	7.9773	4.3604	2.182	4.4155	6.6363	6.5963	4.4044	1.0809	3.1818	3.3858	12.1793	4.2309	3.4155	1.0584	2.1961	2.0587	10.3444	2.4186	2.1181	9.6752	3.5262	3.7477	2.2001	10.3967	6.7394	1.2018	4.3335	0	0	4.4511	1.0671	2.2214	1.1078	13.0958	6.8679	0	0	2.3289	2.1621	1.2385	1.1788	0	3.1843	0	4.2887	0	1.133	3.1659	1.1174	2.1952	5.422	1	3.5963	3.3722	2.2725	0	0	0	2.482	0	1.1383	0	2.3279
ENST00000534867	7.9688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0332	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0029	0	0	0	0	0	0	0	0	0	0	0	0	7.00E-04	0	0	0	0	0	0	0.0874	0	0	0	0	0	0	0	0	0	0.0779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1058	0	0	0	0	3.0174	0	0	0	0	0	7.00E-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6371	0	0	0	0	0	0	0
ENST00000456623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0077	0	0	0	0	0	0	0	3.00E-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000425496	28.4927	51.8477	49.9471	153.1972	1.7495	34.0426	46.5758	32.225	35.5787	76.7519	61.8225	14.233	51.8957	73.5462	57.5386	57.6597	52.7337	78.556	6.8513	63.1845	26.289	53.4307	38.5085	29.5887	43.7736	34.7412	29.4461	18.3695	63.9874	68.5266	92.6737	48.7911	6.5438	91.9535	79.024	84.3009	50.431	35.9242	23.503	36.604	65.8133	65.7612	33.1343	11.3594	7.4094	23.141	0.023	31.171	59.569	39.1817	0	76.8612	59.373	60.4138	32.2816	12.5838	25.3922	30.6102	25.2579	8.8963	17.6483	44.266	115.3709	72.4199	71.3614	40.4554	33.3895	47.0839	25.8695	48.267	58.3212	41.7454	148.7587	44.7371	35.1007	34.6068	46.2656	14.2923	45.9999	56.1246	36.6577	9.9819	27.8037	34.4776	58.2063	41.2768	20.7909	44.8572	37.0522	119.1335	77.8153	12.8293	9.6882	118.6924	181.4981	35.0139	0	39.7455	66.505	68.543	81.8676	72.0005	0	29.1056	22.7573	10.9891	5.5188	6.9245	20.114	7.9845	25.4927	2.6914	14.024	49.4521	21.3574	43.6311	7.2183	14.1527	7.4159	29.4645	18.4021	14.1395	7.3454	17.541	2.0349	0	12.5589	14.0413	3.174
ENST00000514436	0	20.9208	0	0	0	8.00E-04	0	0	10.0898	0	0	0	15.2135	7.8051	0	0.4991	0	0.636	5.4367	2.6242	14.6714	9.9941	0	0.0017	0.6385	0	0	0	0	38.733	0	4.1231	6.6284	0	0	0	0.0015	0	3.285	1.9255	0	0	0.0072	4.4849	0	0	0	0	0	17.6106	0	1.0605	0	14.1593	0	0	3.00E-04	0.0213	1.00E-04	11.6436	0	1.00E-04	32.7439	0	0	3.6254	0	0.0395	0	12.7451	0	11.5417	0	0	0	0	12.2979	0	0	14.0215	0	0.0252	0	7.5059	0.0748	1.00E-04	0	40.4143	42.5087	0	29.896	0	0	52.3718	78.8577	20.7061	0	0	0.0073	13.9718	2.00E-04	0	0	5.8936	11.9449	0.067	0	0	0.265	0	0	0	6.00E-04	11.665	0.6239	4.6319	0	5.918	0	0	15.3755	0	0	0	0	0	0	5.7034	0
